YERBA CRUZ MALTA 500GRS X1;0;7790070509048;-9
MANAOS X6;1850;60;-55982
CUNNINGTON 2.25 X6;2100;305;-804
SPEED X250 ML X PACK 24;6648;8013;-157
SPEED XL X PACK 12;4980;8014;-515
COCA 1.5 X8;3940;8020;-9553
PAPEL ROLLO COCINA SUSSEX FAMILIAR X200 X UNIDAD;500;7790250057024;-28
GIN NEW STYLE X UNIDAD;800;10024;-33
CHUPETIN EVOL CHUP DUO;1200;7790580118099;-46
TERRABUSI VARIEDAD X UNIDAD;375;7622201504090;-11
JACK DANIELS HONEY X UNIDAD;17000;545400;0
PAPEL HIGIENICO INTIMO X60MTS X UNIDAD;115;890829;-228
MAGISTRAL 300 ML AMARILLO X UNIDAD;240;890860;-23
PAPEL HIGIENICO HIGIENOL MAX 80 MTS X UNIDAD;820;7790250015826;-325
CAJON QUILMES STOUT;8600;890870;-147
POLENTA PRESTOPRONTA 730GR;429;7790580138721;-47
CHAMPAGNE SUTER X UNIDAD;450;890898;-1
SIDRA LA FARRUCA X UNIDAD;733.33;890916;-1
PROCENEX LIMPIA PISO X1;245;890924;-798
RED BULL PACK X4;1200;890931;-87
PAPEL ROLLO COCINA SUSSEX X3 X50 X UNIDAD;295;7790250056843;-29
PETACA BOLS X UNIDAD;400;77908377;-18
PIONEER X LITRO X UNIDAD;1000;77965233;0
JIM BEAM;7000;80686001409;0
BULLDOG GIN 700ML X UNIDAD;9600;77972583;0
PETACA ANIS X UNIDAD;320;516;0
CHIVAS REGAL 1L X UNIDAD;15000;80432400432;-5
BAILEYS CARAMEL 750ML X UNIDAD;8000;86767701763;0
NEW STYLE COMUN X UNIDAD;770;7790121000555;-80
JACK DANIELS X 750 X UNIDAD;17000;4067700014559;0
BAILEYS CLASICO 750ML X UNIDAD;8000;5011013100132;-2
ABSOLUT COM�N 700ML;7200;7312040017683;-1
ABSOLUT MANGO 750ML;7900;7312040180752;0
ABSOLUT RASPBERRI 700ML;7900;7312040350056;0
ABSOLUT VAINILLA 700ML;7900;7312040350100;0
ABSOLUT PERA 700ML;7900;7312040350254;0
PANTENE SHAMPOO/ACONDI X400ML;950;7500435012287;-45
NESQUIK;550;7613287850379;-29
OREO 118GRS X1;327;7622201502966;-544
CEREALITAS X207 GRS;180;7622201509231;-66
CINZANO ROSSO 950ML X UNIDAD;1450;7622201703073;-125
CINZANO ROSSO 950ML X CAJA 12;17400;170;-13
VALMONT X UNIDAD;466.67;7622201804251;0
MANTECOL 26 GRS X UNIDAD;50;7622201812652;0
MANTECOL 26 GRS X CAJA;700;7622201816384;0
TERMIDOR TINTO CAJA X12;8000;7622210695253;-713.5
OREO 354 GRS X3 UNIDADES;750;7622300841461;-262
SODA MANAOS X6;1830;7730908404503;-1047
UVITA BLANCO CAJA X12;8000;7790036046327;-162
UKO X UNIDAD;800;7790036048260;-2
UVITA B DULCE CAJA X12;8000;7790036068329;-207
SODA CIMES X6;1750;7790040133471;-288
SUCARYL X64GRS 80 SOBRES;400;2222;0
RON NEW STYLE BLANCO;1250;7790040139268;-16
SERNOVA CLASICO X UNIDAD;2200;7790040725102;-2
MEDIA TARDE X3;350;7790040930100;-582
RON NEW STYLE DORADO;1650;7790040930605;-5
FIDEOS LUCCHETTI SPAGHETTI;360;7790070318336;-586
SIDRA LA QUINTANA X UNIDAD;300;7790119009881;-1
PROCENEX LIMPIA PISO X12;2900;7790119010450;-14
RON CAYMAN LIGHT;1200;7790121001071;0
RON CAIMAN DORADO;900;7790121001569;-6
FEDERICO EXTRA BRUT X CAJA 6;7200;7790139002879;-189
SHERIDANS X UNIDAD;8000;7790154000485;-4
SIDRA 1888 X UNIDAD;1000;7790154008580;-14
PETACA PI�A MOONLIGHT CLUB X 12;1200;7790163013018;0
VODKA 67 COM�N X1;950;7790163013407;-6
PAPEL HIGIENICO HIGIENOL EXPORT 30 MTS X UNIDAD;410;7790250016205;-488
PAPEL HIGIE ELEG H/SX30 MTS X UN;480;7793344904143;-559
BON O BON BARRA CHICA X CAJA 20;2600;1277;-4
PAPEL ROLLO COCINA ELEGANTE  X50 X UNIDAD;480;7793344904013;-724
PAPEL ROLLO COCINA ELEGANTE X200 X UNIDAD;560;7793344009206;-427
PAPEL ROLLO COCINA ELEGANTE  X120 X UNIDAD;650;7793344009237;-85
PA�O AMARILLO BALERINAS;40;7790250054726;-5
JAGGER X UNIDAD;9500;36;-3
PINDAPOY X200 ML;1500;7790260006043;-18
GORDON'S GIN X UNIDAD;3100;7791250002267;-21
TRAVIATA X3;390;7790260013058;-810
FEDERICO EXTRA DULCE X CAJA 6;7200;7790290101459;-250
FEDERICO EXTRA DULCE X UNIDAD;1200;7790290101466;-551
CORONA X 710 X12UN;8400;7790369000997;-389
FRIZZE 1L AZUL X UNIDAD;500;7790380005438;-62
MATE COCIDO TARAGUI;280;7790387000849;-36
YERBA ROSAMONTE 500GRSX10;7500;7790387013627;-8
YERBA TARAGUI 500;800;7790387014327;-275
YERBA TARAGUI 500GRS X10;8000;222;-36
YERBA PLAYADITO 1K X5;0;7790411000029;-22
YERBA PLAYADITO 1K X 1;0;7793704000928;-61
YERBA ROSAMONTE 500GR X1;750;7790411001507;-23
FANTA 2.25 X6;4100;7790480008919;-583
RAID X 1;710;7790520997623;-287
GINEBRA BOLS X UNIDAD;1200;7790520996640;-105
CROTTA MISTELA X2 LT X UNIDAD;1575;7790577005036;-8
COCA X500 X12;3300;7790895067532;-4571
FANTA 1.5 X8;3940;7790628000034;-289
YERBA AMANDA 1K X1;1200;7790710000102;-31
WHITE HORSE X750 ML X UNIDAD;2800;7791250001253;-14
PLACER 500ML  X12;1380;7790740509200;-8055
SPEED X 250 ML X UNIDAD;277;7790895000447;-426
SPEED XL X UNIDAD;415;7790895001000;-291
EXQUISITA BIZCOCHUELO VAINILLA;340;7790895001017;-13
CEPITA 1L;2400;7790895641534;-235
DON VALENTIN LACRADO X6;7500;7790940235077;-270
RUMBA X36;5400;7790945004890;0
TERNA X6;1380;7790950133356;-5
TERMA X1;300;7790950133370;-205
TEQUILA SOL AZTECA X CAJA 6;7200;7790950135992;0
JOHNNIE WALKER 750 RED LABEL X UNIDAD;8000;7790957000538;-1
CHANDON ROSE X UNIDAD;2500;7790975198590;0
CHANDON EXTRA BRUT X UNIDAD;3000;7790975198613;-22
CHANDON DEMI SEC X UNIDAD;3000;7790975198637;-36
CHANDON DELICE X UNIDAD;3000;7790975198651;-5
MARIPOSA 750ML;990;7790984002260;-75
SPRITE 2.25L X6;4100;7790990012291;-1808
SPRITE 500 X12;3300;7790990012307;-216
PAPEL ROLLO COCINA CAMPANITA X200 X UNIDAD;440;7791070005615;-192
PAPEL HIGI�NICO CAMPANITA XL X80 X UNIDAD;650;7791070005103;-177
PEPSI 2.25 X8;3300;.;0
CINZANO BIANCO 950ML X UNIDAD;1450;7791200200552;-32
SKIP 500CC LIQ P/DILUIR;2100;7791200200606;-55
SKYY CLASICO X CAJA 12;29040;7791200200613;-1
SIDRA REAL X1;3350;7791200200620;-1
TORO VIEJO 700 PACK X6;2500;7791218123799;-172
CIF BIO ACTIVE 300ML X UNIDAD;375;7791290012158;-107
DETERGENTE MAGISTRAL 300ML X UNIDAD;240;7791290791985;-33
CIF BIO ACTIVE 500ML X UNIDAD;660;7791290792517;-108
SIDRA REAL CAJA X6;558.33;7791290792791;-1
RESERVA SAN JUAN X750 X UNIDAD;2100;7791293022536;-1
COCA 2.25 X6;4100;7791324156797;-30056
MONTEFALCON X UNIDAD;800;7790984001690;0
TE TARAGUI X 100 SAQUITOS;560;7791359110023;-28
TE TARAGUI X25 SAQUITOS;185;7791359120114;-537
WISKY BLENDERS 1LT X UNIDAD;2000;7791533005800;-17
CYNAR X UNIDAD;1700;7791540049590;-3
FANTA 500 X12;3300;7791670026621;-103
PATE SWIFT X 1;160;7791690000298;-194
PURE TOMATE COPA DE ORO X12;1020;7791690709030;0
PURE TOMATE LA CAMPA�OLA X12;1200;7791690709054;-2
VAL SUD CLASICO X PACK;4390;1251;0
PURE TOMATE LA CAMPA�OLA X1;120;7791690709115;-58
LAMPARA LED 9W X UNIDAD;310;7791772047616;-208
SANTA FILOMENA 700ML X 1;330;34;0
PAPEL HIGIENICO HIGIENOL PREMIUM 30 MTS X UNIDAD;440;7790250015505;-14
PAPEL HIGIE ELEG X6 X UNIDAD;600;7793344904150;-95
PAPEL HIGIENICO HIGIENOL DUO 50 MTS X UNIDAD;1040;7790250015802;-38
PAPEL ELEGANTE X80 VERDE X UNIDAD;940;7791828000343;-170
SURTIDO BAGLEY X UNIDAD;590;7790040138896;-518
NEW STYLE SABORIZADO X UNIDAD;900;7791969016012;-147
GANCIA X950 X UNIDAD;1200;7790950000160;-2144
PASEO MINI CRACKERS 250G;350;7792180007346;-257
9 DE ORO AGRIDULCE;155;7792200000128;-291
WHISKY DOBLE W 1LT X UNIDAD;1200;7792280005693;-70
VI�A DE BALBO X UNIDAD;765;7792360091776;-70
VI�AAS DE ALVEAR TINTO 1.125 X UNIDAD;800;7790480000463;-24
CA�A OMBU X700 ML;900;7792410528917;-109
CAJON IGUANA;6300;7792798000708;-1295
CAJON STELLA;10000;7792798006199;-757
CAJON QUILMES;8000;7792798007387;-555
SPRITE 1.5L X8;3940;7792798010721;-753
SIDRA DEL VALLE X UNIDAD;200;7792834000624;-1
CHUPETIN PICO DULCE X48;1400;7792860001114;-100
SAL CELUSAL ESTUCHE 500GRS X UNIDAD;185;7792900009124;-797
VIEJO SOLAR X UNIDAD;520;7792900093253;0
CAJON HEINEKEN;12000;7793147000899;-561
CAJON PALERMO;6800;7793147001179;-1571
BAGGIO 1LT;3700;1257;-364
VALDERROBLES MAGNUM X6;6000;7793890256567;-33
JUGO PLACER X1.5;920;7794000003606;0
JUGO PLACER X500ML;890;7794000006188;0
MONTEFALCON X CAJA 6;4800;7794068000081;-1
UVITA T DULCE CAJA X12;8000;7794450090614;-58
UVITA TINTO CAJA X12;8000;7794450090713;-3979
CIGARRILLOS RED POINT 20U COMUN X PAQUETE;410;31;-6
CABARCENO X1125 X 6;4000;7795633001229;-10
CABARCENO X1125 UNIDAD;670;7795633003391;-1
POETT LIMPIA PISO X1;290;7793253003500;-1637
CAJON MILLER;9200;7795697431345;-221
JABON REXONA X3 UNID;550;7796311000022;-34
TIA MARIA TRADICIONAL X UNIDAD;1900;7797394002033;-9
TITA X1;110;7798039597679;-2
TEQUILA CAMACHO X CAJA 6;5400;7798054220590;-10
VAT 69 750ML X UNIDAD;2100;7791250002618;-20
CRUSH 2.25L X6;1150;7798094223605;-167
ARVEJA DO�A PUPA;70;7798096031055;-175
VODKA 67 SABOR X6;6000;7798098830472;0
PETACA CRIADORES X UNIDAD;500;77975225;-372
PETACA DOBLE W XUNIDAD;350;7798098830984;-65
PETACA CUSENIER X UNIDAD;450;77913487;-228
SMUGGLER X LITRO X UNIDAD;2800;7798113301529;-61
PINDAPOY 1L;2350;7798113301826;-5
PLACER 1.5L X6;1440;7798113302113;-3860
PURE TOMATE SALSATI X12;1440;7798114094796;0
PURE TOMATE SALSATI X1;140;7798114094819;0
TORO 1.125 TINTO X6;6120;7798120180551;-381
PAPEL HIGIENICO INTIMO X60MTS X BULTO;3740;7793025410093;-2
GLOUCESTER WHISKY X UNIDAD;900;7790121000081;-27
GLOUCESTER HONEY X UNIDAD;900;7798126697206;-1
CIGARRILLOS RED POINT 10U BOX X 10 PAQ;2170;33;-119
GLADE AEROSOL X360CC;350;7790520998262;-38
CINZANO BIANCO 950ML X CAJA 12;17400;7798131200859;-9
CRIADORES X LITRO UNIDAD;2200;7798134521265;-61
CRIADORES 750ML;1800;7798134521395;-5
NEW AGE X UNIDAD;950;7798135762933;-30
COCA X 3LT X6;5000;7798138551985;-483
FIDEOS CABELLO DE ANGEL MATARAZZO;450;7798141971398;-42
FEDERICO EXTRA BRUT X UNIDAD;1200;7798161050226;-301
PASO DE LOS TOROS POMELO 1.5LT X6;1800;7798162584317;-108
SIDRA LA VICTORIA X UNIDAD;500;7798162670133;-2
COLON MALBEC X CAJA 6;5280;7798162670294;-49
COLON CABERNET X CAJA 6;5280;7798162670317;-18
VODKA 67 SABOR X1;1000;7798181920151;-9
VODKA 67 COM�N X6;5700;7798181920153;0
PASO DE LOS TOROS TONICA 1.5LT X6;1800;7798186030548;-45
YERBA UNION LIVIANA 500GRS X1;0;7790387014143;-14
PEPSI 2LT X6 LIGHT;3200;7798220440210;-56
PEPSI 1.5 LT X6;1200;7798220440227;-729
TANQUERAY 700ML X UNIDAD;8400;7798286430231;-3
PAN RALLADO PREFERIDO 500 GRS;200;7798286430514;-260
COCA VIDRIO 1L X12;4000;7798318340279;-2741
CHOCOLATADA BAGGIO SHAKE 200ML X 18;1530;7798338290493;-11
FERNANDO M�SS X6;1700;7798058140856;-23704
TIA MARIA CREMA X UNIDAD;2100;7792410504324;-12
JABON LUX X 3 UNID;690;7891024177655;-37
CAMPARI X750 X UNIDAD;2000;7891136052000;-106
PICADILLO SWIFT X 1;190;8999002672068;-60
UKO X CAJA 6;4800;47790036044321;-5
PAPEL HIGIENICO HIGIENOL MAX 100 MTS X UNIDAD;750;7790250015833;-73
RUMBA X UNIDAD;150;247.16;-2
CAJON BRAHMA;8400;2548.65;-7335
7UP 1.5 LT X6;2200;7UP01;-1638
7UP 2L X8;3800;7UP03;-84
POWERADE 500ML X6;1760;1240;-17
ALFAJOR BLOCK X UNIDAD;240;7790040659605;-25
ACEITE CARREFOUR 900ML;510;RN01;-94
ACEITE LIRA 1.5 LT GIRASOL;960;RN02;-9
ACEITE LIRA 900 GIRASOL;700;RN03;-46
ACEITE NATURA GIRASOL X1500CC;950;RN04;-139
ACEITE PUREZA 1.5 GIRASOL;900;RN05;-2
ACEITE FINCA EL LAZO 900ML;480;RN06;-598
ACOND PANTENE 400ML;690;RN07;-1
ADES 200ML X6;1000;RN08;-2
ADES 200ML X24;4000;RN09;-34
ADES 1L X8;3160;RN10;-434
AGUA BENEDICTINO 600ML X12;2000;RN11;-34
AGUA CELIER 2LT X6;800;RN12;-245
AGUA CELIER 600 X9;660;RN13;-1
AGUA CIMES 2LT X6;650;RN14;0
AGUA CIMES 500 X12;800;RN15;-166
BIDON CIMES 6.5 LT;390;RN16;-330
AGUA GLACIAR 1.5L X6;1200;RN17;-1
AGUA GLACIAR 2L X6;1800;RN18;-615
AGUA GLACIAR 700ML X6;1000;RN19;-5
AGUA GLACIAR BID�N X1;360;RN20;-24
AGUA MANAOS 2L X6;950;RN21;-6633
AGUA MANAOS 600 X 12;990;RN22;-3231
BIDON VILLAMANAOS 6LTS;460;RN23;-714
AGUA NESTLE 1.5L X6;900;RN24;-65
AGUA VILLA DEL SUR 1.650LT X6;1300;RN25;-223
AGUA VILLA DEL SUR 2LT X6;1800;RN26;-32
AGUA VILLAVICENCIO 1.5L X6;1200;RN27;-17
AIME MALBEC 750ML UNIDAD;550;RN28;0
AIME MALBEC 750ML X6;3300;RN29;0
ALARIS UNIDAD;2640;RN30;0
ALARIS CAJA X6;2640;RN31;0
ALCOHOL DR FARMA 50ML X UNIDAD;150;RN32;-7
ALCOHOL DR FARMA 50ML X 36;5000;RN33;-1
ALMA MORA X UNIDAD;1500;RN34;-100
ALMA MORA X6;9000;RN35;-167
ALOHA RON MAYOR;1320;RN36;0
AMARULA 750ML X UNIDAD;12285;RN37;-2
ANANA DEL VALLE CAJA X6;2800;RN38;0
ANANA DEL VALLE X UNIDAD;470;RN39;0
ANANA FIZZ LA VICTORIA X UNIDAD;560;RN40;0
ANANA FIZZ LA VICTORIA X CAJA;3340;RN41;0
ANANA FIZZ REAL X UNIDAD;560;RN42;0
ANANA FIZZ REAL X CAJA;3340;RN43;0
ANANA FIZZ LA QUINTANA X UNIDAD;390;RN44;0
ANANA FIZZ LA QUINTANA X CAJA;2340;RN45;-1
ANIS 8 HERMANOS X UNIDAD;1620;RN46;-18
ANIS 8 HERMANOS X 6;9720;RN47;0
APEROL 750 ML X UNIDAD;1700;RN48;-4
APEROL 750 ML X 6;10200;RN49;0
ARVEJA INALPA;150;RN50;0
AYUDIN 1L X UNIDAD;250;RN51;-343
AYUDIN 2L X UNIDAD;400;RN52;-91
BACARDI BLANCO 750ML X UNIDAD;6000;RN53;-4
BACARDI ORO 750ML X UNIDAD;6000;RN54;0
BIG C 1L X12;2820;7798287610090;-10
BIG C 200MLX18;1320;7798287610021;-21
BALLANTINES 1L X UNIDAD;7500;RN57;0
BALLANTINES 750 ML X UNIDAD;7000;RN58;0
BARON B EXTRA BRUT X UNIDAD;5200;RN59;0
ALAMOS X UNIDAD;2300;RN60;0
ALAMOS X 6;13800;RN61;-2
ASADO CLUB X UNIDAD;1500;RN62;0
ASADO CLUB X 6;9000;RN63;0
BENJAMIN MALBEC X UNIDAD;1390;RN64;-7
BENJAMIN MALBEC X 6;8400;7790070760104;-2
AGUA VILLAVICENCIO 2L X6;1800;RN66;-82
AGUA VILLAVICENCIO 500 X12;1700;RN67;-486
BLENDER 1L WISKY;2000;7792410010009;-29
BOLS LICOR UNIDAD;1200;RN69;-15
BOLS LICOR X 6;6000;1200;0
BOLS LICOR X 12;14400;RN71;0
BOMBAY 750 ML;12315;RN72;-6
BRANCA FERNET 1L X UNIDAD;3900;7790290000523;-1327
BRANCA FERNET 1L X 6;23400;RN74;-155
BRANCA FERNET 1L X 12;46800;RN75;-7
BRANCA FERNET 450 ML X UNIDAD;2000;1580;-748
BRANCA FERNET 450 ML X 6;12000;RN77;-3
BRANCA FERNET 450 ML X 12;24000;18960;-64
BRANCA FERNET 750 ML X UNIDAD;2900;7790290101602;-1899
BRANCA FERNET 750ML X 6;17400;RN80;-96
BRANCA FERNET 750ML X 12;34800;RN81;-61
BRANCA MENTA 750 ML X UNIDAD;1900;RN82;-7
BRANCA MENTA 750ML X 6;10800;RN83;0
BRANCA MENTA 750ML X 12;21600;RN84;0
BRANCA MENTA 450 ML X UNIDAD;1200;RN85;-15
BRANCA MENTA 450 ML X 6;7200;RN86;-1
BRANCA MENTA 450 ML X 12;14400;RN87;0
FERNET 1882 750 ML X UNIDAD;1770;RN88;-77
FERNET 1882 750ML X 6;10620;RN89;-6
FERNET IMPERIO 750 ML X UNIDAD;800;RN90;0
FERNET IMPERIO 750ML X 6;4800;RN91;-1
FERNET CAPRI 750 ML X UNIDAD;800;RN92;-1
FERNET CAPRI 750ML X 6;4800;RN93;0
FERNET BUHERO X UNIDAD;2400;RN94;-24
FERNET BUHERO X 6;14400;RN95;0
FERNET BUHERO X 12;28800;RN96;-2
LICOR PETERS COM�N 700ML X UNIDAD;750;RN97;-22
LICOR PETERS COM�N 700ML X 6;4500;RN98;-2
LICOR PETERS CREM 700ML X UNIDAD;850;RN99;-1
LICOR PETERS CREM 700ML X 6;5100;RN100;0
LICOR BOLS COMUN 700ML X UNIDAD;850;RN101;-9
LICOR BOLS COMUN 700ML X 6;5100;RN102;-1
LICOR CUSENIER CREM 700ML X UNIDAD;1440;RN103;-4
LICOR CUSENIER CREM 700ML X 6;8640;RN104;0
LICOR CUSENIER COMUN 700ML X UNIDAD;1000;RN105;-95
LICOR CUSENIER COMUN 700ML X 6;8040;RN106;0
CAFE ARLISTAN 170G UNIDAD;950;RN107;-12
CAFE ARLISTAN X100 GRS UNIDAD;599;RN108;-50
CAFE DOLCA SUAVE 170GRS UNIDAD;1500;7613287953476;-39
CAFE DOLCA SUAVE X 170 GRS REPUESTO X UNIDAD;1290;7613287953490;-23
CAFE DOLCA MOCHA X 125 GRS REPUESTO X UNIDAD;400;RN111;-15
CAFE LA MORENITA 100G X UNIDAD;580;RN112;-14
CAJON 1890;3500;RN113;-596
CAJON AMSTEL;7700;RN114;-4269
CAJON BAJO CERO;7000;RN115;-12
CAJON IMPERIAL VARIEDADES;8510;RN116;-27
CAJON ISENBECK;0;RN117;-10
CAJON SCHNEIDER;5600;RN118;-69
CAJON WARSTEINER;5600;RN119;-309
CALDO KNORR X12;280;RN120;-6
CHANDON MINI X UNIDAD;850;RN121;-1
CHANDON X CAJA DE 6;15000;RN122;0
PRINGLES PAPAS FRITAS COMUN X UNIDAD;970;38000184932;-25
BOMBAY RASPBERRY;13560;148669;-1
COLON X UNIDAD;880;RN125;-41
CORONA X 330 X24UN;9500;RN126;-45
CORONA X 330 X6UN;2375;RN127;-2
CORONA X 710 X6UN;4200;RN128;-24
NORTON COSECHA TARDIA X UNIDAD;990;7792319972225;-476
VINO NORTON COSECHA TARDIA X CAJA 6;5940;7792319972224;-74
DADA BLANCO X UNIDAD;1300;RN131;-6
DADA BLANCO X CAJA 6;7800;RN132;-14
DON VALENTIN LACRADO X1;1250;RN133;-75
DR LEMON BOTELLA 1L UNIDAD;850;RN134;-2543
DR LEMON BOTELLA 1L CAJA X12;10200;RN135;-126
DR LEMON LATA X6;1680;RN136;-34
DR LEMON LATA X24;6700;RN137;-5
DURAZNOS EN LATA X UNIDAD;470;RN138;-209
DURAZNOS EN TROZOS X UNIDAD;370;7798318340033;-1448
ELEMENTOS X UNIDAD;1050;RN140;-6
ELEMENTOS X CAJA 6;6300;RN141;-2
EMILIA TINTO X UNIDAD;1600;RN142;-17
EMILIA TINTO X CAJA 6;9600;RN143;-8
EMILIA BLANCO X UNIDAD;1380;RN144;-3
EMILIA BLANCO X CAJA 6;8280;RN145;0
ESPACIAL  MATA HORMIGA;250;RN146;0
ESPONJA;150;RN147;-62
ESPONJA DE ACERO;150;RN148;-4
ESTANCIA MENDOZA X UNIDAD;550;7790314075261;-4
ESTANCIA MENDOZA X CAJA 6;3300;RN150;-4
ETCHART PRIVADO BLANCO X UNIDAD;880;RN151;-1
ETCHART PRIVADO BLANCO X CAJA6;5280;RN152;-14
AZUCAR LEDESMA X UNIDAD;800;RN153;-100
AZUCAR LEDESMA X PACK 10;7900;RN154;-99
FINCA LA SOFIA X1;850;7798186890142;-13
FINCA LA SOFIA X6;5100;RN156;-9
FRESHA DEL VALLE CAJA X6;2820;RN157;0
FRESHA DEL VALLE X1;470;RN158;0
FRESH CERO 1.5L X6;1900;RN159;-1
FRESH 1.5L X6;2100;RN160;-5665
FRESH X500 X6;1600;RN161;-207
FRIZZE 1L AZUL X CAJA 6;3000;RN162;-153
FRIZZE LATA X UNIDAD;233.33;RN163;-1
FRIZZE LATA X6;1400;RN164;-5
GANCIA X950 X CAJA 12;12400;RN165;-71
GATORADE 500;2300;RN166;-632
GATORADE 750ML;2600;RN167;-31
GATORADE 1LT;3150;RN168;-213
HARINA CASERITA;230;RN169;-324
HARINA BLANCAFLOR LEUDANTE;315;RN170;-96
LATA ANDES X6;2125;RN171;-26
LATA ANDES X24;8500;RN172;-13
LATA BLUE DEMON X UNIDAD;210;RN173;-171
LATA BRAHMA CHOPP X24;8800;RN174;-3374
LATA BRAHMA CHOPP X6;2200;RN175;-355
LATA GANCIA X1;300;RN176;0
LATA GANCIA X6;1800;RN177;-15
LATA HEINEKEN 473 X6;2750;RN178;-90
LATA HEINEKEN 473 X24;11000;RN179;-131
LATA IGUANA 473 X6;1750;RN180;-26
LATA IGUANA 473 X24;7000;RN181;-176
LATA PALERMO 473 X6;1750;RN182;-24
LATA PALERMO 473 X24;7000;RN183;-98
LATA IMPERIAL LAGERX6;2250;RN184;-38
LATA IMPERIAL LAGER  x24;9000;RN185;-32
LATA MILLER 473 X6;3000;RN186;-27
LATA MILLER 473 X24;12000;RN187;-102
LATA QUILMES X6;2240;1425;-115
LATA QUILMES X24;8960;RN189;-480
LATA QUILMES STOUT X6;1630;RN190;-54
LATA QUILMES STOUT X24;6500;RN191;-17
LATA SCHNEIDER X6;2500;RN192;-89
LATA SCHNEIDER X24;10000;RN193;-297
LATA STELLA ARTOIS X6;2500;RN194;-49
LATA STELLA ARTOIS X24;10000;RN195;-84
LATON SCHNEIDER X6;3625;RN196;-179
LATON SCHNEIDER X24;14500;RN197;-377
LATON MILLER X6;4875;RN198;-15
LATON MILLER X24;19500;RN199;-48
LATON HEINEKEN X6;5250;3850;-141
LATON HEINEKEN X24;21000;RN201;-138
LATON IMPERIAL X6;4275;RN202;-30
LATON IMPERIAL X24;17100;RN203;-18
"TOPLINE ""SEVEN"" X16";2350;7790580326906;0
"MENTHOPLUS ""ZERO""";1850;7790580468002;-14
LAVANDINA AYUDIN 1L X UNIDAD;190;RN206;-150
LAVANDINA HEROE 1L;89;RN207;-344
LEGUI X750;1000;7791250001482;-148
LIMPIA PISO POET;139;RN209;0
LIMPIA PISO PROCENEX;155;RN210;-1
LIMPIA PISO MULTIMAX COM�N;205;RN211;-25
LIMPIA PISO MULTIMAX CITRONELA;265;RN212;-11
DESODORANTE GLADE;950;RN213;-3
