YERBA CRUZ MALTA 500GRS X1;0;7790070509048;-9
MAYONESA HELLMANNS 475 GRS;280;RN214;-109
MICHEL TORINO CAJA X6;1800;RN215;-75
MICHEL TORINO X1;300;RN216;-35
MIRINDA 1.5LT X6;1700;RN217;-108
MONSTER X6;2800;RN218;-102995
MAYONESA HELLMANNS 237 DOY PACK;240;RN219;-63
MAYONESA HELLMANNS 125 GRS;145;RN220;-714
REBOZADOR PREFERIDO;175;RN221;-65
NEW AGE X CAJA 6;5700;RN222;-20
DILEMA X1;800;28;-43
PAPEL HIGI�NICO CAMPANITA AZUL X 4D/H;750;7791070000856;-103
DILEMA X6;4800;29;-2
J&B URBAN HONEY X1;4000;5010103934480;-7
PRINGLES PAPAS FRITAS SABOR X UNIDAD;970;38000184949;-2
HUEMUL TINTO X1;700;7791670025976;0
HUEMUL TINTO X6;4200;26;0
PAPEL SERVILLETA ELEGANTE X80 X UNIDAD;290;7793344902057;-19
LLUVIA NEGRA BCO O TINTO X1;820;7798334110047;-67
LLUVIA NEGRA X6;4920;27;-11
PATE SWIFT X24;3840;RN233;-4
PEPITOS X3 CON CHISPAS 357G;599;RN234;-99
RHODESIA X1;140;47;-92
PETACA ANIS X CAJA 12;70560;RN236;0
PETACA BOLS X CAJA 12;846720;RN237;0
PETACA CRIADORES X CAJA 12;6000;RN238;-176
PETACA CUSENIER X CAJA 24U;10800;RN239;-41
PETACA DOBLE W X CAJA 12UN;4200;RN240;-5
PETACA PETERS X UNIDAD;350;RN241;-37
PETACA PETERS X 12;4200;RN242;0
PETAKON X UNIDAD;300;RN243;-389
PETAKON X 12;3360;RN244;-53
PICADILLO SWIFT X 24;4500;RN245;-1
PETACA PI�A MOONLIGHT CLUB X UNIDAD;100;RN246;0
POETT LIMPIA PISO X12;3480;RN247;-28
POETT CANASTA X1;165;RN248;-104
PORRON HEINEKEN 330 X 6;2000;RN249;-48
PORRON HEINEKEN 330 X 24;8000;RN250;-9
"PURE DE PAPAS""MAGGI""X 125GR";300;RN251;-26
TOMATE PERITA ALCO X 1;120;RN252;-111
RED BULL PACK X24;7200;RN253;-68
REJILLA X1;40;RN254;0
RESERVA SAN JUAN X750 X CAJA 6;12600;RN255;-1
SANTA FILOMENA 700ML X CAJA6;1980;RN256;-37
SANTA FILOMENA 1250 X CAJA 6;4900;RN257;-768
SANTA JULIA ROSE X 1UN;1360;7791728002218;-40
SANTA JULIA MALBEC X 1UN;1220;7791728243857;-7
SCHWEPPES 1.5  X6;2650;RN260;-401
SECCO 2.25L X6;1800;RN261;-721
SECCO 3L X6;2400;RN262;-570
SERNOVA CLASICO X CAJA 6;13200;7790290101510;-2
SERNOVA SABOR X UNIDAD;2600;RN264;-11
SERNOVA SABOR X CAJA 6;15600;RN265;0
SIDRA 1888 X CAJA 6;6000;RN266;-24
SIDRA DEL VALLE X CAJA 6;2400;RN267;-6
SIDRA LA FARRUCA X CAJA 6;4400;RN268;-1
SIDRA LA QUINTANA X CAJA 6;1800;RN269;-2
SIDRA LA VICTORIA X CAJA 6;3000;RN270;-13
SKYY CLASICO X UNIDAD;2420;RN271;-51
SKYY SABOR X CAJA 12;33600;RN272;-12
SKYY SABOR X UNIDAD;2800;RN273;-270
SMIRNOFF CLASICO X CAJA 6;225800;RN274;-13
SMIRNOFF CLASICO X UNIDAD;1900;7791250001345;-118
SMIRNOFF SABOR CAJA 6;12060;RN276;-32
SMIRNOFF SABOR X UNIDAD;2010;7791250002243;-343
SMUGGLER X LITRO X CAJA 6;16800;16200;-2
SODA MASS X6;1000;RN279;-4
CHAMPAGNE SUTER X CAJA 6;2700;RN280;0
TEQUILA CAMACHO X UNIDAD;900;RN281;0
TEQUILA SOL AZTECA X UNIDAD;1200;RN282;0
TERMIDOR BLANCO CAJA X12;6000;RN283;-40
TORO VIEJO 700  X1;418;RN284;-6
TORO 1.125 TINTO X1;1020;7790314005305;-39
VALDERROBLES MAGNUM X1;1000;RN286;-9
VALMONT X CAJA 6;2800;RN287;0
VIEJO SOLAR X CAJA 6;3100;RN288;0
VI�A DE BALBO X CAJA 6;4600;RN289;-694
VI�AAS DE ALVEAR TINTO 1.125 X CAJA 6;4800;RN290;-754
YERBA AMANDA 500GRS X1;750;7792710006436;-154
YERBA AMANDA 500GRS X10;7500;RN292;-13
YERBA AMANDA 1K X10;12000;RN293;0
YERBA CHAMIGO 500GRS X1;0;7790060054961;-123
YERBA CHAMIGO 500GRS X10;0;RN295;0
YERBA CRUZ MALTA 500GRS X10;0;RN296;0
YERBA NOBLEZA GAUCHA 500GRS X1;690;7790070506696;-92
YERBA NOBLEZA GAUCHA 500GRS X10;6900;RN298;-2
YERBA NOBLEZA GAUCHA 1K X1;1250;7790070509116;-45
YERBA NOBLEZA GAUCHA 1K X10;12500;RN300;-1
YERBA UNION LIVIANA 500GRS X10;5100;RN301;0
YERBA VERDEFLOR 500GRS X10;5500;RN302;0
YERBA VERDEFLOR 500GRS X1;550;RN303;-7
YERBA VERDEFLOR 1K X1;1200;RN304;-1
YERBA VERDEFLOR 1K X10;12000;RN305;0
CHICLE TOPLINE X CAJA 16;1600;RN306;-20
FRESITA X UNIDAD;1290;RN307;0
FRESITA X CAJA 6;7740;RN308;-9
SHAMPOO PANTENE 400ML;690;RN309;-8
YERBA LA MERCED 500GRS X1;1200;7790387015607;-36
YERBA LA MERCED 500GRS X10;9600;RN311;-0.2
NOVECENTO X UNIDAD;800;RN312;-2
NOVECENTO X CAJA 6;4200;RN313;-3
VI�A MAYOR X UNIDAD;600;RN314;0
VI�A MAYOR X CAJA 6;3600;RN315;-8
JASMINE MONET X UNIDAD SOLA ROSA;2600;RN316;0
JASMINE MONET X UNIDAD C/CAJA ROSA;3800;RN317;0
JASMINE MONET X UNIDAD C/FRAPERA ROSA;6890;RN318;0
JASMINE MONET X UNIDAD SOLA BCO NEGRO;3250;RN319;0
JASMINE MONET X UNIDAD C/CAJA BCO NEGRO;4360;RN320;0
JASMINE MONET X UNIDAD C/FRAPERA BCO NEGRO;8290;RN321;0
ARTICULOS;100;.COD;0
DEUDA;1;2;-197359
SAL GRUESA DOS ANCLAS;185;3;-28
PURE TOMATE MOLTO LATA X1 UN;250;4;-726
PURE TOMATE MOLTO CAJA X1UN;290;5;-230
POLVORITA X UNIDAD;125;7790040314207;-37
QUESO LA QUESERA X UNIDAD;120;7792882000201;-692
DENTRIFICO ODOL X UNIDAD;190;9;-94
DENTRIFICO COLGATE X UNIDAD;0;10;-134
ZUMUVA X12 TTO O BCO;6000;11;-371
YERBA CACHAMATE 500 GRS X UNIDAD;500;7792280005730;-52
GALLETITAS EXPRESS X UNIDAD;310;13;-5
7UP 2.25 LT X8;3800;14;-931
CIGARRILLOS RED POINT 10U BOX X PAQUETE;220;15;-22
CIGARRILLOS RED POINT 20U BOX X 10 PAQ;4050;16;-313
CAJON IMPERIAL GOLDEN;8900;17;-199
CIGARRILLOS MASTER COMUN X PAQUETE;370;18;-11
CIGARRILLOS MASTER COMUN X 10 PAQ;3620;19;-294
PAPEL ELEGANTE DOBLE HOJA X30 X UNIDAD;700;7793344000517;-14
PAPEL HIGIENICO HIGIENOL DOBLE HOJA 30 MT X UNIDAD;440;7790250019633;-56
YERBA UNION 500GRS X1;800;7790387014624;-307
YERBA UNION 500GRS X10;8000;21;-93
COCA LATA X6 354ML;1700;7790895067587;-626
TOPLINE REGULAR CHICLE X16;1600;7790580104252;-87
SANTA FILOMENA 1250 X BOTELLA;820;23;-103
VI�AS DE ALVEAR BLANCO 1.125 X CAJA 6;2400;24;-19
VI�AS DE ALVEAR BLANCO 1.125 X BOTELLA;400;25;0
POLENTA PRESTOPRONTA 500GR;299;7790580660000;-192
YERBA PLAYADITO 500GR X1;890;7793704000911;-684
CHOCOLINAS X262GR;440;7790040139404;-106
CHOCOLINAS X150GR;340;7790040139398;-121
GALLETITAS CRACKERS S/SAL 450G X1;350;7790697000621;-10
GALLETITAS CRACKERS C/SAL 450G X1;380;40;-22
PETACA J&B X1;550;41;-3
PEPAS 9 DE ORO X1;155;44;-61
PETACA OFERTA X1;150;43;-25
PEPITOS 357G X1;210;45;-263
DIVERSION 398GRS X1;485;7790040138902;-162
RHODESIA X4;560;48;-153
REX 125GRS X1;0;7790040719804;-139
COFLER CHOCOLATE X1;280;7790580103521;-37
RON HAVANA CLUB 750CC;3600;49;-3
TERRABUSI BOCA DE DAMA;180;50;0
YERBA MA�ANITA 500GRS X1;790;51;-334
TOFI ALFAJOR X1;125;7790040116634;-586
TOFI ALFAJOR X6;750;53;-218
COQUITAS X1;300;54;-110
TURRON X1;50;55;-3612
MAIZENA  X220GR X1UN;330;56;-17
PEPSI 500ML X6;1000;57;-38
PAPEL HIGIENICO ELITE X30MTS;660;58;-18
CIRCUS X1;1130;59;0
CIRCUS X6;6790;61;-4
CRIOLLITAS 100GRS X1;85;7790040377707;-295
OREGANO LA CAMPAGNOLA;200;62;-22
PROVENZAL LA CAMPAGNOLA;250;63;-15
ADOBO LA CAMPAGNOLA;230;64;0
PIMENTON LA CAMPAGNOLA;240;65;-24
YERBA AMANDA H.SERRANA 500;600;;-11
GLADE DIFUSOR X270CC;950;67;0
DENTRIFICO KOLINOS X UNIDAD;240;68;-656
OPERA 55GRS X1;130;77903501;-662
GUAYMAYEN ALFAJOR X1;55;77980212;-340
GUAYMAYEN ALFAJOR CAJA X40;2200;70;-131
PAPEL ROLLO COCINA SOL MAYOR X200;360;7791070005714;-324
FORMIS GALLETITAS X1;150;71;-240
HARINA CASERITA 000 X1;125;72;-323
QUERUBIN X1;430;73;-53
ARROZ LUCHETTI X1;215;74;-115
CIGARRILLO RED POINT COM�N X20;3900;75;-378
TORO VIEJO 700 X 6UN;2500;76;0
YERBA AMANDA 250G;350;77;-178
YERBA AMANDA H.SERRANA X BULTO;4500;78;0
OKEBON X165GRS;100;79;-111
OKEBON X257GRS;210;80;-82
GALLETITAS 10 SEMILLAS OKEBON;230;81;-74
OPERA X92 GRS;170;82;-26
SALADIX PAPA FRITA X58GRS;350;83;-119
SALADIX CROSS X27GRS;170;84;-232
ACEITE COCINERO GIRASOL X900ML;590;85;-67
ACEITE COCINERO MEZCLA X900ML;430;86;-99
ACEITE NATURA GIRASOL X900CC;550;87;-140
ACEITE CA�UELAS GIRASOL X900CC;650;88;0
ACEITE CA�UELAS X1500CC;900;89;-308
ACEITE COCINERO GIRASOL X1500CC;1100;90;-144
ACEITE LEGITIMO GIRASOL X900CC;420;91;0
ACEITE MAROLIO GIRASOL X900CC;440;92;-6
VINO CATENA  X1;4440;93;0
VINO CATENA X6;26640;94;0
ACEITE SIGLO DE ORO MEZCLA X900CC;440;95;-11
SALADIX CROSS 67GR;180;7790040130883;-91
CAPELETINIS X UNIDAD;750;96;-6
MAYONESA BC X250G;350;7790580135461;-82
KETCHUP LA CAMPAGNOLA X250G;220;7793360103018;-6
BARBACOA LA CAMPAGNOLA X250G;420;7793360123474;-20
MOSTAZA NATURA X250G;215;7791866004211;-16
CIRUELA ARCOR X454G;500;7790580123437;0
AQUARIUS X 1.5L;2300;98;-171
AQUARIUS X500ML;2150;99;-92
HESPERIDINA X 1 LT;1880;100;0
AZUCAR SALVADOR;700;101;-4598
CHOCOLATADA BAGGIO SHAKE 200ML X 1;85;7790036972602;-5
LATA BRAHMA DORADA X 6UN;1950;103;-54
LATA BRAHMA DORADA X 24 UN;7800;104;-7414
LATA WARSTEINER X 6 UN;1650;105;-9
MOGUL GOMAS SANDIAS;1670;7790580121105;-5
MOGUL GOMITAS X12 DINO OSITO PIECITO;1300;7790580200114;-91
LATA WARSTEINER X24;6600;108;-92
LATA SOL X1;265;109;-360
LATA SOL X6;1800;110;-18
LATA SOL X24;7200;111;-33
CAJON BUDWEISER;0;148657;-356
CAJON QUILMES BOCK;8000;113;-15
SALADIX PAPAS X 30 GR;240;116;-77
CRIOLLITAS X 3 UN 300GR;380;115;-239
DULCE EN FRASCO;480;117;-34
PISCO MISTRAL ESP.;3950;118;0
CATENA ZAPATA X 1UN;5300;119;0
PAPEL ROLLO COCINA CAMPANITA X 3;400;120;-82
PAPEL HIGIENICO CAMPANITA SOFT X4;350;121;-300
PAPEL HIGIENICO CAMPANITA PLUS 4X30MTRS;390;7791070005639;-355
PAPEL ROLLO COCINA CAMPANITA 50 PA�OS;400;148641;-219
MOLINOS CEREALES;280;148642;-113
CAFE DOLCA X 50GR;660;7613287953018;-9
LECHE LA LECHELITA X 1 LITRO;360;148644;-698
LECHE LA LECHELITA X BULTO;4300;148645;-29
DR LEMON LATA UNIDAD;280;148646;-68
DR LEMON LATA TROPIC GIN UNIDAD;330;148647;0
CARAMELOS MASTI X800GR FRUTA;1630;7790580178208;-116
LATA CORONA 410CC X6;2180;148649;-11
LATA CORONA 410CC X24UN;8720;148650;-24
PETACA BLENDERS UNIDAD;550;148651;-15
PETACA BLENDERS BULTO X 24;13200;148652;0
FERNET VITTONE 750CC;800;148653;-65
AMARGO OBRERO UNIDAD;600;148654;0
GRANADINA CUSENIER 750CC;1000;148655;-4
WISKY RED LABELX 750CC;5800;148656;-2
BIDON VILLA DEL SUR X1;550;148658;-47
RESERO CLASICO X 700 X6;3540;7790314079122;-206
OREO LARGA;525;148660;-253
CIGARRILLOS MENTOLADO;4220;148661;-104
ARCOR CAJA CHOCOLATE SURTIDA;1190;148662;-132
ARCOR CAJA BON O BON X255GRS;1650;148663;-61
TE LA VIRGINIA X 50 GR;275;148664;-63
MACUCAS;250;7790040133495;-1650
DADA TINTO X UNIDAD;1500;148666;-30
DADA TINTO X CAJA6;9000;148667;-11
VODKA BOLS SABORIZADOS;1000;148668;0
GIN BEEFEATER 24;8300;148670;0
MOGUL ROLLO X12U;1400;7790580603809;-26
ARCOR HUEVO SORPRESA X1;200;7790580133573;-135
COFLER CHOCOLATE GRANDE X1;540;7790580105945;-43
ALFAJOR TOFI X 1;110;7790040116610;-398
GALAN PATERO TINTO X 6;5000;7794400000915;-2
ARCOR CAJA BON O BON X450GRS;1750;148671;-12
"PURE DE TOMATES ""BULNES""";230;7791720030172;-27
HARINA PUREZA;385;148673;-20
"HARINA""TASSARA"" 0000";205;148674;-253
"PURE TOMATE""VIGENTE""";220;148675;-183
LATA AMSTEL X 24UN;10000;148676;-23
LATA AMSTEL X 6 UN;2500;148677;-10
LATA IMPERIAL GOLDEN X 24 UN;10800;148678;-17
LATA IMPERIAL GOLDEN X 6 UN;2700;148679;-26
"AQLFAJOR ""EL ARRIERO""";90;148680;0
ACEITE PUREZA 900CC;700;148681;0
SODA SECCO;1500;148683;-22
MOGUL FRUTILLA/SANDIA ACIDA 500GR;1670;148684;-40
CALLE LARGA X1;900;148685;-43
RESERO PATERO CHICO X1;590;148686;-42
RESERO PATERO GRANDE X1U;867;7790314078842;-14
RESERO PATERO1125 PACK X6;5200;148688;-17
BON O BON BARRA XL X1;200;7790580109646;-60
BON O BON BARRA XL  CAJA 16 BCO/NEGRO;3200;7790580110130;-8
POLENTA LA MOROCHA X500G;165;148691;-19
ARCOR MILK BARRITAS UNIDAD;90;148692;-8
ARCOR MILK BARRITAS CAJA;1500;7790580133450;-11
MOGUL TUBITOS X12;1190;7790580133849;-30
FLYNN PAFF X UNIDAD;20;148695;0
ALFAJOR EL ARRIERO;90;148696;-137
FREEGELLS X1;50;148697;-1
LATA BUDWAISER X6UNIDAD;2125;148698;-14
LATA BUDWAISER X 24 UNIDAD;8500;148699;-21
GALLETITA VOCACION X 3 UNIDADES;500;148700;-57
PORRON MILLER X6 UNIDAD;2000;148701;-8
PORRON MILLER X 24 UNIDAD;8000;148702;-5
LATON IMPERIAL GOLDEN 710CC X 6 UN;4500;148703;-36
LATON IMP GOLDEN X 24 UN2930;18000;148704;-27
"JABON EN POLVO ""ZORRO""X 400GR";350;148705;-15
PAPEL ROLLO COCINA ELEGANTE CLASSIC;400;7791070000030;-40
VINO LATITUD 33 X1UN;1100;148706;-4
LATITUD 33 X6U CAJA;7200;148707;-7
ROCKSTAR X6;670;148708;0
"CAJON ""IPA O APA"" IMPERIAL";7800;148709;-9
MOGUL ANILLOS BOLSA 1KG;2530;7790580309602;-18
MISKY BOLSA GOMITAS 1KG;1600;7790580640101;-27
LAVANDINA ESENCIAL;200;0;-148
MARL� BLANCO DULCE X1;1300;1;0
MARL� BLANCO DULCE X6;7800;1212;0
MARLBORO COM�N X20;7300;1213;-11
MARLBORO BOX X20;9100;1214;-10
MARLBORO CRAFTED BOX X20;7400;1215;-7
MARLBORO CRAFTED COM�N X20;5900;1216;-8
MARLBORO FUSI�N X12;4400;1217;-10
MARLBORO COM�N X12;4900;1218;-7
MARLBORO FUSI�N X20;8500;1219;-7
PHILIP MORRIS ORIGINAL X12;4300;1220;-11
PHILIP MORRIS MENTOLADO X20;7300;1221;-11
PHILIP MORRIS MENTOLADO X12;4400;1222;-13
PHILIP MORRIS COM�N X20;6500;1223;-16
CHESTERFIELD COM�N X10;4300;1224;-7
CHESTERFIELD COM�N X20;5400;1225;-11
CHESTERFIELD BOX X20;7400;1226;-17
CHESTERFIELD BLUE MOTION X20;8000;1227;-11
GIN HEREDERO;2850;1228;-1
SAL CELUSAL PAQUETE 500GR;185;1229;-208
FIDEOS ARCOR;360;1230;-66
PAPEL HIGIENICO CAMPANITA TEXTURADO X4;350;1231;-17
SEXY FISH X1;1400;1232;-3
SEXY FISH X6;8400;7792319971234;-1
POLENTA DEL CAMPO X500GRS;130;7798004720088;-38
BON O BON DULCE DE LECHE 192GR;1300;7790580129781;-4
CARAMELOS BUTTER TOFFEES BOLSA;1490;7790580134099;-5
CHUPETINES COSMOS BOLSA 500GR;900;7790580790301;-8
MERMELADA DURAZNO/DAMASCO/CIRUELA ARCOR X1;410;1233;-47
MERMELADA NARANJA ARCOR X1;590;1234;-7
MAYONESA BC X125G;200;1235;-108
CHAMPAGNE NOVECENTO 750CC UNIDAD;650;7790717152026;0
CHAMPAGNE NOVECENTO X CAJA 6 UN;3900;7790717152025;-10
POLVORITA FRUTILLA/FRESA;0;7793450000128;-6
MAYONESA NATURA 125GR UN;175;7791866001197;-346
MAYONESA NATURA 125GR BULTO;3480;47791866001195;-3
AZUCAR SAN JOAQUIN X 10 UN;6600;1236;-470
CARPANO ROSSO X1;1400;1237;-19
DESODORANTE PASTILLAS PARA INHODORO;180;1238;-13
TOMATE PERITA MOLTO X1;290;7791579069323;-28
BAGGIO 200ML X18;2800;1239;-542
WISKY BLENDERS HONEY 750CC;1650;1241;0
GIN BRIGHTON;2200;1242;-2
ARROZ GALLO ORO X 1KG;810;1243;-41
ARROZ ALA MOLINO 1KG;475;7791120099847;-122
FERNANDO FORTE ET NEGRA;1600;7793653231619;-76
KESITAS CAJA 125 GR;390;7790040173200;-20
REX TUBO 75GR;190;7790040100336;-109
KESITAS BOLSA 75 GR;290;7790040003606;-53
SHAMPOO Y CREMA ENJUAGUE SEDAL 340ML;460;7791293045764;0
SEDAL SHAM/CREM 340GR;575;7791293045955;-31
AGUA ECO SPORT X 1LT X6UN;1600;7792799000639;-10
VINO LUIGI BOSCA X 1 UN;2500;7791203001248;-5
TRUMPETER X1UN;3450;7790577002165;-6
CHESTERFIELD MENTOLADO X12;3700;1246;-1
MOGUL CONITOS 1KG;2530;7790580311315;-11
AZUCAR SALVADOR X 10 UN;6900;1248;-150
LATITUD 33 UNIDAD;1200;1249;0
TRUMPETER X CAJA;20700;7790577002166;-4
VAL SUD RED BLEND MAGNUN UN;900;7798415210017;0
VAL SUD RED BLEND MAGNUN X 6U;5400;1250;0
VAL SUD 3/4 X UN CLASSIC;762;7798415210048;-10
VAL SUD MALBEC X 1UN;1600;7798415210031;0
VAL SUD MALBEC X PACK;9600;1252;0
VAL SUD SYRAH X 1UN;1325;1253;0
VAL SUD SYRAH PACK;7900;1254;0
LICOR TRES PLUMAS;900;1255;-4
LECHE LASERENISIMA UNIDAD;380;7790742363008;-42
HOJALMAR TRIANGULOS UNIDAD;310;7793450000129;-28
ALFAJOR BROWNIE CHOCO UNID;240;7790040133594;-15
HUEVO MILK SORPRESA BULTO;3000;7790580133597;-2
HUEVO MILK SORPRESA X UNIDAD;250;779058013357;-5
ALFAJOR TRIPLE BON O BON UNIDAD;240;1256;-4
ALFAJ CLASICO MINI TORTA X 69 GR UNIDAD;240;7790040133587;-6
HOGARE�AS X 3UN;475;7790040132955;-51
BIZCOCHOS 9 DE ORO X UN;220;7792180139719;-6
MANON;800;1258;-12
CHUPETIN EXTREME DUO;1200;7790580123857;-11
MOGUL DIENTES X500GRS;1140;7790580263102;-10
OBLEAS ARCOR TWIT;1900;779058012978;-13
ARCOR TWIT OBLEAS X 20UN;1950;7790580133429;0
CHUPETIN COSMOS X 500GR;1130;779058079030;-1
GOMITAS MISKY JELLY ROLL;1950;779058064010;-1
SIN PALABRAS X UN;1090;7798162670355;-1
SANTA JULIA TARD�O X 1UN;875;7791728001686;-7
SANTA JULIA DULCE TINTO X 1UN;1440;7791728005165;-20
SANTA JULIA EN LATA X24UN;14910;1259;-1
SANTA JULIA CHENIN DULCE X 1UN;1440;7791728000115;-13
OTARD DUPUY X1 UN;1050;7798115010337;0
BLENDERS HONEY 750ML;1800;7792410509268;0
BLOCK ENERGIZANTE;120;7798119220039;-127
BRIO AGUA SABORIZADA;1600;1261;-116
JABON DOVE 90 GR;280;7791293048543;-509
HARINA TASSARA 000;210;1262;-5
PORTE�ITAS;195;7790040132689;-49
YUMMY GOMITAS DINO OSITOS;1200;1264;-3
"JABON EN PAN ""ZORRO""";140;7790990001769;-12
TITA X 5 UN;540;7622201803285;-30
JABON CAMPOS VERDES X 3;160;1265;-76
JUGO BC X200 X 24 UN;2880;7793360106095;0
JUGO BC X 200CC X 6 UN;750;1266;0
SALSA BARBACOA X 250 G;430;779336012347;0
JUGO BC POLVO ARCOR X18;1250;7790580131623;-6
MAYONESA BC X250 GR;350;779058013546;-18
CHIMICHURRI LA CAMPA�OLA;250;7790580136215;0
BILLIKEN GOTITAS DE AMOR;1400;7798186032566;-6
MINI OREO;190;7622201761288;-98
MOSQUITA MUERTA X UNIDAD;5960;1267;0
NIETO SENETINER MALBEC X UN;4170;1268;0
TORO VIEJO CAJA X 3 LTS;2400;1269;-1
CHANDON BRUT NATURE;3600;1270;0
VODKA BRIGHTON;2500;1271;0
VODKA BEEFEATER;8200;1272;0
LUIGI BOSCA X 1UN;4600;1273;0
GANCIA LATA UN;408;1274;0
GANCIA LATA X 6U;2450;1275;-7
LECHE LARGA VIDA X1UN;425;11645123;-50
BON O BON BARRA CHICA X1UN BCO/NEGRO;130;7790580346515;-85
ARCOR SELECCION BOMBONES EN CASA;1200;7790580131388;0
ARCOR EL KIOSCO EN CASA;1200;7790580131371;-1
"MENTHOPLUS 2 ""DUO""X12U";1850;7790580115548;0
BON O BON BLANCO X 450G;1600;7790580119058;0
"HARINA TASSARA""000""";180;7792612000709;-91
PAPEL HIGIENICO CAMPANITA SOFT;310;7791070000078;-1
PAPEL ROLLO COC SOL MAYOR X 3 UN;290;7791070003222;-237
NOVECENTO MALBEC VINO X1UN;860;7790717152002;-2
NOVECENTO MALBEC VINO X CAJA 6UN;5160;1278;0
GALAN 11250CC UNIDAD;835;1279;-10
SPRITE 2.25L X8;5466;1280;-445
SERRANAS 336G X1;290;7790040704909;-15
PIPA TIRA X10UN;450;465152;-1
AZUCAR SAN JOAQUIN X 1UN;660;465153;-36
MERMELADA EMETH;200;7791113003417;-642
ACEITE PORTAL DEL SOL 900ML X1UN;410;656750805176;-6
YERBA RELUMBRON X1UN;200;656750732953;-197
BON O BON SURTIDO CAJA;1500;7790580119126;-1
LLUVIA NEGRA BCO RESERVA;850;334110146;0
UKO RESERVA MALBEC;950;7798284570168;0
QUESO LA SERENISIMA;2900;465154;-11
BON O BON TE QUIERO X 30 UN CHOCO;2700;7790580119133;0
BON O BON TE QUIERO X 30U LECHE;2700;779058011905;0
BON O BON BESOS DE CHOCOX 18UN;1900;7790580119157;0
ARCOR HUEVO SORP X CAJA;3700;465155;0
CHOCOLATE COFLER 55GR;490;7790580103439;-21
MARLO VINO X1UN;1000;465156;0
LUSTRAMUEBLES CARREFOUR X1UN;500;7798152226821;-3
CIGARRILLOS KIEL;2900;465157;-2
TOFI BARRA RELLENA CON DDL;5870;7790580746407;0
JUGO ARCOR SOBRES 18UN;1280;7790580131708;-6
MERMELADA CIRU.DURAZ.DAMASC;550;779058012343;-2
MENTHOPLUS REGUL X 12UN;1370;7790580101282;-1
MAGDALENAS RELLENAS;230;7793890256550;-199
PIPAS CANDY;750;7798044151149;0
PIPAS ROJAS;450;465158;0
MATE LISTO TARAGUI;300;7790387120363;-2
MENTITAS DRF;400;465159;0
CHUPETINES POP SELEC CAJA;450;465160;-2
ALFAJOR MILKA TRIPLE UN;250;77903778;-6
JABON REXONA X 1 UN;240;7791293049076;0
GATORADE 1.25L X6;3540;465161;-1
AQUARIUS X2.25L;2850;465162;0
